KEY,FREQ,CURRENCY,CURRENCY_DENOM,EXR_TYPE,EXR_SUFFIX,TIME_PERIOD,OBS_VALUE
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-01,7.8639
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-02,7.9203
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-03,7.9567
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-04,7.9421
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-07,7.931
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-08,7.9115
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-09,7.9167
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-10,7.9254
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-11,7.9386
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-14,7.9588
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-15,7.9462
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-16,7.9633
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-17,8.0006
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-18,8.0146
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-21,7.9784
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-22,8.0056
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-23,7.9549
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-24,7.9624
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-28,7.9906
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-29,8.007
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-30,8.0134
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2020-12-31,8.0225
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-04,7.9484
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-05,7.9315
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-06,7.9653
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-07,7.9392
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-08,7.9184
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-11,7.8806
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-12,7.8576
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-13,7.8716
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-14,7.8409
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-15,7.8499
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-18,7.8359
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-19,7.861
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-20,7.8292
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-21,7.8552
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-22,7.8822
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-25,7.8712
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-26,7.8537
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-27,7.8411
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-28,7.8226
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-01-29,7.8047
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-01,7.8143
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-02,7.7756
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-03,7.7623
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-04,7.7542
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-05,7.7535
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-08,7.7618
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-09,7.7894
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-10,7.8235
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-11,7.8448
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-12,7.8207
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-15,7.8332
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-16,7.8422
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-17,7.7886
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-18,7.8172
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-19,7.8318
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-22,7.8447
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-23,7.8506
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-24,7.8362
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-25,7.8898
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-02-26,7.8385
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-01,7.797
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-02,7.784
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-03,7.7897
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-04,7.7846
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-05,7.7489
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-08,7.7446
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-09,7.7478
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-10,7.7433
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-11,7.7614
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-12,7.7636
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-15,7.7508
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-16,7.7519
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-17,7.7435
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-18,7.7507
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-19,7.7413
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-22,7.7582
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-23,7.7367
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-24,7.7133
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-25,7.722
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-26,7.7063
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-29,7.7334
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-30,7.7154
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-03-31,7.6812
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-01,7.7195
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-06,7.739
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-07,7.7761
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-08,7.7749
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-09,7.7934
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-12,7.7907
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-13,7.7905
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-14,7.8146
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-15,7.8129
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-16,7.8157
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-19,7.8323
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-20,7.8303
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-21,7.8011
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-22,7.8181
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-23,7.832
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-26,7.8379
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-27,7.8373
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-28,7.8268
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-29,7.8463
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-04-30,7.8134
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-03,7.7967
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-04,7.8136
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-05,7.7636
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-06,7.8054
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-07,7.7809
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-10,7.8045
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-11,7.8177
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-12,7.8051
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-13,7.7969
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-14,7.8024
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-17,7.8226
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-18,7.8501
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-19,7.8594
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-20,7.8563
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-21,7.8393
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-24,7.8487
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-25,7.856
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-26,7.8149
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-27,7.7808
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-28,7.7422
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-05-31,7.7722
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-01,7.8043
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-02,7.7812
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-03,7.791
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-04,7.7667
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-07,7.7795
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-08,7.7938
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-09,7.7879
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-10,7.7828
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-11,7.7519
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-14,7.7501
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-15,7.7502
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-16,7.7582
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-17,7.6877
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-18,7.6619
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-21,7.6916
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-22,7.7014
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-23,7.7393
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-24,7.7193
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-25,7.7139
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-28,7.6922
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-29,7.6814
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-06-30,7.6742
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-01,7.6842
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-02,7.6594
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-05,7.6677
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-06,7.6545
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-07,7.6478
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-08,7.6832
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-09,7.6834
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-12,7.6751
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-13,7.6598
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-14,7.6268
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-15,7.6304
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-16,7.6373
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-19,7.6344
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-20,7.6305
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-21,7.6201
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-22,7.6153
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-23,7.6224
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-26,7.6426
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-27,7.6799
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-28,7.6722
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-29,7.6691
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-07-30,7.6838
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-02,7.6807
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-03,7.6818
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-04,7.6638
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-05,7.6555
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-06,7.6379
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-09,7.619
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-10,7.5975
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-11,7.5996
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-12,7.6036
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-13,7.6237
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-16,7.6243
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-17,7.6244
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-18,7.5976
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-19,7.5901
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-20,7.5854
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-23,7.599
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-24,7.6042
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-25,7.6031
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-26,7.6285
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-27,7.6195
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-30,7.6347
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-08-31,7.6465
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-01,7.6421
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-02,7.6503
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-03,7.6555
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-06,7.6611
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-07,7.667
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-08,7.6376
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-09,7.6402
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-10,7.6228
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-13,7.6059
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-14,7.6168
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-15,7.6069
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-16,7.5849
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-17,7.6044
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-20,7.5726
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-21,7.5945
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-22,7.585
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-23,7.5643
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-24,7.5803
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-27,7.5609
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-28,7.5433
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-29,7.5347
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-09-30,7.4847
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-01,7.4781
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-04,7.5013
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-05,7.4805
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-06,7.4407
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-07,7.4536
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-08,7.4591
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-11,7.4644
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-12,7.4522
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-13,7.4482
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-14,7.4683
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-15,7.4663
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-18,7.4617
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-19,7.4464
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-20,7.4302
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-21,7.4463
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-22,7.4337
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-25,7.4142
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-26,7.4124
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-27,7.426
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-28,7.4169
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-10-29,7.4488
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-01,7.4077
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-02,7.4239
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-03,7.4082
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-04,7.3983
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-05,7.3756
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-08,7.4048
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-09,7.3989
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-10,7.3866
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-11,7.3292
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-12,7.3047
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-15,7.3034
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-16,7.2627
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-17,7.217
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-18,7.2419
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-19,7.2027
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-22,7.1975
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-23,7.1943
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-24,7.16
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-25,7.1676
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-26,7.2149
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-29,7.2002
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-11-30,7.2395
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-01,7.2065
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-02,7.2297
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-03,7.1935
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-06,7.1986
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-07,7.1671
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-08,7.1726
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-09,7.2114
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-10,7.1814
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-13,7.1777
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-14,7.1956
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-15,7.1691
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-16,7.2183
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-17,7.2234
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-20,7.1882
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-21,7.1965
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-22,7.1999
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-23,7.2056
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-24,7.2064
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-27,7.2087
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-28,7.2159
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-29,7.1994
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-30,7.223
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2021-12-31,7.1947
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-03,7.2174
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-04,7.1924
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-05,7.2087
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-06,7.2187
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-07,7.206
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-10,7.2128
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-11,7.2255
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-12,7.2379
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-13,7.2913
EXR.D.CNY.EUR.SP00.A,D,CNY,EUR,SP00,A,2022-01-14,7.2728
